State,County,Under5yrsPopulation_total ,Under5yrsPopulation_female,t5to17yrsPopulation_total,t5to17yrs_Female,t18to24yearsPopulation,t18to24yrs_Female,t25to34yrs_Population,t25to34years_Female,t35to44yrs_Population,t35to44yrs_Female,t45to64yrs_Population,t45to64yrs_Female,t65to84years_Population,t65to84yrs_Female,t85to99yrs_Population,t85to99yrs_Female,t100_years_and_Over_Population,t100yrs_and_over_Female
North Dakota,Emmons County,156,78,530,273,172,84,281,126,285,143,936,430,791,396,147,82,3,3
North Dakota,Foster County,200,105,570,297,191,86,391,177,334,161,966,464,614,322,130,82,1,1
North Dakota,Golden Valley County,120,64,342,152,104,35,137,61,219,103,418,227,362,169,34,29,0,0
North Dakota,Grand Forks County,4697,2276,10689,5216,13438,6255,11654,5416,8357,3993,14589,7244,8471,4484,1257,841,18,18
North Dakota,Grant County,106,54,310,160,130,68,182,96,226,103,619,305,617,287,111,60,0,0
North Dakota,Griggs County,121,75,358,175,120,43,234,112,210,100,566,280,588,284,109,73,0,0
North Dakota,Hettinger County,179,87,367,173,105,52,296,161,249,123,657,337,555,271,78,47,3,3
North Dakota,Kidder County,148,66,369,175,149,67,239,97,256,134,634,299,539,253,60,29,0,0
North Dakota,LaMoure County,252,121,671,328,225,108,394,194,410,203,1084,525,874,425,178,102,5,3
North Dakota,Logan County,105,52,347,172,104,32,155,77,186,95,493,222,381,204,101,45,4,3
North Dakota,McHenry County,328,139,918,449,254,108,492,241,705,328,1446,699,1039,503,163,103,0,0
North Dakota,McIntosh County,115,48,361,165,128,53,219,93,223,115,673,324,603,311,208,138,0,0
North Dakota,McKenzie County,1354,671,2984,1429,1267,598,2844,1257,1977,874,3017,1332,1134,548,117,66,10,9
North Dakota,McLean County,528,277,1664,824,454,211,999,503,1079,505,2594,1264,2164,1043,284,149,5,2
North Dakota,Mercer County,499,254,1493,734,447,200,854,405,996,472,2381,1147,1475,720,198,128,7,7
North Dakota,Morton County,2298,1112,5628,2789,2559,1215,4643,2304,4317,2048,8165,4024,4918,2562,751,474,12,7
North Dakota,Mountrail County,791,376,1943,978,754,339,1413,658,1281,585,2306,1098,1170,568,142,79,9,6
North Dakota,Nelson County,125,63,417,204,130,48,268,111,303,152,823,417,777,391,165,95,7,0
North Dakota,Oliver County,135,63,328,170,98,40,168,83,214,96,529,254,375,168,29,17,1,0
North Dakota,Pembina County,417,202,1062,476,350,145,696,339,774,357,1841,892,1479,711,221,136,4,3
North Dakota,Pierce County,215,108,679,338,214,97,389,166,439,213,1067,522,820,432,162,94,5,4
North Dakota,Ramsey County,799,410,1879,903,1004,490,1344,641,1254,584,2914,1462,2050,1064,356,212,5,4
North Dakota,Ransom County,341,145,1047,500,374,180,615,278,634,310,1461,699,1012,463,218,136,1,1
North Dakota,Renville County,119,48,385,181,110,63,241,102,239,111,676,317,455,222,55,33,2,1
North Dakota,Richland County,981,478,2717,1306,1930,823,1831,880,1813,856,4158,2042,2660,1335,422,276,17,12
North Dakota,Rolette County,976,460,3050,1448,953,472,1320,697,1343,689,2810,1406,1534,798,197,129,4,3
North Dakota,Sargent County,204,109,601,283,261,106,437,178,436,185,1058,492,775,360,86,55,4,0
North Dakota,Sheridan County,60,29,189,95,50,19,116,54,127,56,366,167,303,146,54,32,0,0
North Dakota,Sioux County,327,167,1027,492,362,179,482,214,475,223,838,433,360,198,24,13,3,2
North Dakota,Slope County,34,20,118,61,35,11,65,39,100,44,185,88,151,64,18,17,0,0
North Dakota,Stark County,2684,1304,5989,2862,3102,1473,5531,2577,4440,2020,7494,3594,3691,1901,700,459,15,13
North Dakota,Steele County,127,76,264,115,85,38,179,98,184,70,520,240,400,173,39,29,0,0
North Dakota,Stutsman County,1108,547,3231,1646,2246,1024,2656,1161,2542,1163,5498,2633,3626,1913,678,444,8,8
North Dakota,Towner County,102,43,392,191,77,42,198,96,192,84,666,315,437,215,97,63,1,1
North Dakota,Traill County,470,222,1396,671,798,379,877,412,802,398,2040,992,1367,682,239,160,8,8
North Dakota,Walsh County,641,311,1763,870,693,318,1113,522,1144,550,2849,1356,1982,969,372,264,6,4
North Dakota,Ward County,5049,2445,12064,5934,8407,3844,11807,5480,8909,4212,14406,7176,7974,4213,1292,824,11,3
North Dakota,Wells County,208,112,594,280,178,74,375,187,324,163,1164,578,960,476,173,123,6,4
North Dakota,Williams County,3611,1758,7546,3741,3875,1752,7991,3454,5683,2491,8639,3783,3178,1583,425,286,2,1
Ohio,Adams County,1676,828,4905,2379,2028,1007,2960,1506,3072,1555,7631,3839,4741,2421,456,306,8,4
Ohio,Allen County,5982,2905,17805,8590,9546,4268,11594,5822,11872,5897,26071,12968,16923,8947,2386,1584,27,22
Ohio,Ashland County,2930,1446,8879,4283,4793,2403,5727,2839,5819,2917,13616,6999,9382,4954,1281,833,20,13
Ohio,Ashtabula County,5331,2554,15831,7779,7506,3550,10745,5097,10846,5198,27359,13501,17786,9308,2152,1389,18,18
Ohio,Athens County,2617,1237,7181,3557,17557,9033,7481,3532,6129,3025,12463,6291,8089,4331,904,586,10,5
Ohio,Auglaize County,2849,1389,8207,4033,3601,1738,5221,2540,5245,2607,12290,6072,7823,4196,1175,783,11,6
Ohio,Belmont County,3080,1520,9635,4674,4630,2173,7780,3443,7986,3591,18730,9077,12833,6788,1794,1191,29,20
Ohio,Brown County,2452,1211,7490,3687,3188,1518,4653,2342,4983,2511,12523,6266,7518,3910,861,466,8,5
Ohio,Butler County,22751,11245,68524,33434,45737,22431,46224,23160,47854,24138,99092,50661,53481,28850,6621,4202,73,60
Ohio,Carroll County,1363,668,4207,2009,1916,938,2640,1319,2835,1412,7838,3906,5389,2762,521,318,12,9
Ohio,Champaign County,2160,1054,6676,3236,2819,1391,4354,2151,4356,2166,10882,5428,6756,3609,702,445,9,7
Ohio,Clark County,7719,3787,22590,10987,11295,5574,15432,7902,15314,7873,35958,18295,24375,13250,3286,2165,32,26
Ohio,Clermont County,11715,5744,36071,17634,16531,8049,24950,12414,25719,12856,57205,29243,32925,17685,3460,2218,25,21
Ohio,Clinton County,2445,1198,6902,3321,4085,2038,4640,2296,4911,2440,11466,5785,6783,3605,764,499,22,12
Ohio,Columbiana County,4986,2449,15573,7598,7357,3560,11004,5205,11861,5505,29146,14307,19539,10317,2384,1515,27,26
Ohio,Coshocton County,2370,1103,6571,3187,2635,1262,4027,2069,4101,2027,9693,4879,6453,3418,751,479,11,11
Ohio,Crawford County,2246,1102,6630,3255,3299,1616,4534,2223,4553,2317,11611,5869,8040,4344,1094,710,18,14
Ohio,Cuyahoga County,66746,32706,189179,92669,111304,56165,179316,92372,148110,76610,331454,173110,206736,115186,31527,20882,445,364
Ohio,Darke County,3080,1503,9193,4428,4009,1970,5338,2594,5687,2795,13786,6813,9427,5055,1346,878,15,15
Ohio,Defiance County,2133,1018,6733,3289,3146,1524,4182,2081,4530,2304,9910,4993,6762,3542,884,563,6,3
Ohio,Delaware County,12776,6220,44249,21556,16360,7993,20236,10544,31380,16125,58109,29305,27922,15002,3063,1907,29,29
Ohio,Erie County,3810,1873,11282,5549,5549,2693,8276,4139,7957,4041,20933,10786,15603,8186,2175,1256,37,24
Ohio,Fairfield County,9489,4641,29099,14202,12990,6079,18255,9063,20249,10235,42187,21297,23860,12908,2770,1745,22,19
Ohio,Fayette County,1643,837,5110,2552,2268,1129,3270,1616,3352,1689,7741,3936,5007,2731,551,362,9,8
Ohio,Franklin County,85902,42006,215672,105683,149447,76173,226667,113651,178757,90441,299003,154294,149692,84164,18459,12090,208,177
Ohio,Fulton County,2438,1182,7616,3629,3388,1600,4532,2240,4906,2421,11511,5853,7295,3816,1011,666,16,12
Ohio,Gallia County,1754,871,5034,2432,2373,1155,3202,1593,3380,1703,7754,3927,5129,2758,580,359,14,12
Ohio,Geauga County,4952,2402,16473,8033,7414,3444,8179,3994,9782,4953,27353,13901,18467,9744,2743,1754,34,25
Ohio,Greene County,9210,4485,26151,12710,21181,10872,21032,10356,19041,9619,41275,21343,26497,14154,3556,2237,23,17
Ohio,Guernsey County,2185,1106,6147,3022,2952,1432,4389,2184,4243,2121,10580,5365,7049,3725,876,539,17,11
Ohio,Hamilton County,49503,24482,135610,66433,86646,43025,121744,62288,100943,51742,201781,105088,117151,64665,17029,11195,232,198
Ohio,Hancock County,4335,2090,12125,5946,6966,3648,9201,4523,8697,4248,19675,9910,12221,6636,1682,1109,18,14
Ohio,Hardin County,1854,948,5214,2485,4299,2125,3275,1581,3199,1582,7589,3811,4693,2515,563,336,10,5
Ohio,Harrison County,736,324,2320,1175,968,460,1419,699,1553,803,4155,2035,2947,1541,382,249,3,3
Ohio,Henry County,1616,814,4834,2368,2001,949,2996,1469,3243,1628,7527,3714,4709,2479,732,464,4,0
Ohio,Highland County,2668,1314,7682,3795,3554,1690,4631,2334,4919,2464,11673,5824,7315,3902,871,524,4,4
Ohio,Hocking County,1507,745,4621,2258,2138,1061,2955,1480,3253,1690,8105,4062,4992,2645,478,286,1,1
Ohio,Holmes County,3864,1866,9840,4779,4937,2385,5355,2623,4686,2378,9221,4618,5558,2872,747,467,15,8
Ohio,Huron County,3611,1753,10174,4937,4842,2383,6615,3259,6676,3401,15868,8061,9602,5165,1167,755,10,10
Ohio,Jackson County,1965,922,5782,2810,2593,1250,3703,1887,3966,1992,8621,4369,5437,2952,583,404,3,3
Ohio,Jefferson County,3251,1585,9430,4589,6178,3242,7075,3563,6974,3447,17917,9123,12708,6814,1689,1119,27,21
Ohio,Knox County,3767,1850,10658,5173,7208,3664,6528,3258,6765,3367,15849,8057,10637,5649,1290,823,19,16
Ohio,Lake County,10995,5358,34297,16763,17790,8543,27499,13691,26616,13370,66426,34191,43079,23557,5860,3775,41,39
Ohio,Lawrence County,2989,1410,9672,4693,4455,2169,6345,3272,6967,3566,16174,8295,10487,5749,1137,715,14,13
Ohio,Licking County,10349,5121,30705,14847,16016,7750,20104,10208,21613,10919,48514,24584,27896,15101,3286,2120,36,28
Ohio,Logan County,2653,1328,7662,3781,3590,1711,5078,2531,5223,2672,12958,6431,8028,4316,949,599,9,9
Ohio,Lorain County,16799,8217,50923,24591,26295,12898,34075,16981,37204,18749,86707,44121,53698,29033,7187,4676,76,63
Ohio,Lucas County,25063,12271,71350,34835,41736,20902,57083,29041,50147,25760,111292,57585,65983,35928,8528,5624,97,72
Ohio,Madison County,2271,1180,6921,3385,3305,1393,5753,2232,5846,2253,12529,5578,6390,3381,801,515,8,5
Ohio,Mahoning County,11542,5696,33405,16173,19635,9729,26377,12861,25332,12769,61498,31826,43939,23812,6816,4563,70,65
Ohio,Marion County,3535,1721,10196,4953,5265,2349,8404,3653,8263,3494,17624,8063,10701,5576,1356,900,15,9
Ohio,Medina County,9259,4510,30993,15231,13689,6518,19021,9550,22357,11313,52458,26695,31110,16619,3554,2294,29,23
Ohio,Meigs County,1123,538,3580,1733,1587,754,2222,1149,2696,1330,6279,3137,4242,2184,479,317,2,1
Ohio,Mercer County,3204,1564,7645,3674,3423,1572,4968,2374,4631,2254,10788,5364,6856,3532,1005,656,8,3
Ohio,Miami County,6379,3110,18948,9191,8056,3847,12343,6169,13165,6660,28887,14642,18716,10161,2260,1445,20,16
Ohio,Monroe County,667,311,2020,969,945,458,1328,664,1419,674,3699,1809,2943,1509,355,213,9,8
Ohio,Montgomery County,31034,15196,85689,41939,50136,24984,71219,36275,63240,32506,136556,70644,87143,48427,12162,7891,130,109
Ohio,Morgan County,718,376,2137,1059,974,467,1391,676,1543,777,3946,1946,2754,1423,334,200,5,0
Ohio,Morrow County,1945,955,6110,2975,2577,1227,3680,1834,4068,1977,10059,5001,5913,3026,597,376,1,1
Ohio,Muskingum County,4993,2479,14467,7125,7708,3772,9918,5087,10013,5098,22967,11675,14418,7844,1909,1274,17,16
Ohio,Noble County,684,316,1998,967,1048,403,2146,652,2040,642,3783,1554,2143,1061,270,174,3,2
Ohio,Ottawa County,1710,841,5715,2823,2618,1217,3589,1792,4194,2115,11989,6072,9436,4840,1107,702,6,3
Ohio,Paulding County,1136,579,3397,1702,1411,688,2049,1022,2171,1095,4967,2477,3275,1679,396,268,4,3
Ohio,Perry County,2162,1064,6286,3065,2775,1319,3936,1999,4230,2119,9738,4752,5696,2979,574,374,11,8
Ohio,Pickaway County,3213,1582,9925,4836,4648,2072,7371,3287,7788,3394,15716,7406,8840,4720,1019,611,19,15
Ohio,Pike County,1655,840,4806,2278,2206,1040,2964,1502,3064,1557,7476,3794,4348,2294,560,356,9,6
Ohio,Portage County,7113,3396,22644,11132,24050,12996,18684,9199,17404,8723,42883,21852,25935,13737,3063,1916,15,13
Ohio,Preble County,2184,1045,7070,3516,3107,1450,4234,2077,4569,2246,11422,5802,7543,3970,854,525,16,11
Ohio,Putnam County,2193,1084,6582,3200,2593,1240,3752,1849,3978,1962,9109,4476,5416,2852,816,524,12,9
Ohio,Richland County,6738,3347,20315,9838,10186,4633,15326,6902,14636,6736,32493,15973,22162,12039,3054,1964,26,25
Ohio,Ross County,4215,2073,12074,5867,6226,2800,9704,4120,9796,4378,21383,10171,12395,6588,1288,824,12,8
Ohio,Sandusky County,3158,1552,9788,4810,4417,2030,6392,3209,6826,3360,16393,8224,10548,5647,1355,848,19,13
Ohio,Scioto County,3977,1957,11903,5867,6712,3276,8822,4136,8912,4414,19717,10110,12442,6772,1509,993,14,10
Ohio,Seneca County,2982,1501,9056,4323,5876,2752,6137,3042,6279,3102,14194,7076,9248,4852,1269,841,28,18
Ohio,Shelby County,2994,1452,8966,4332,3932,1867,5362,2651,5531,2745,13048,6422,7488,3951,901,605,8,4
Ohio,Stark County,20211,9899,59743,29103,31858,15652,44062,22282,42941,21738,99981,51216,66883,36429,9072,5900,102,87
Ohio,Summit County,28734,14126,83182,40714,46753,22901,68230,34505,64065,32620,146529,75457,90258,49428,12548,8120,129,114
Ohio,Trumbull County,10160,4964,30028,14645,15796,7659,23123,11343,22189,10935,55704,28440,39537,21395,5366,3450,74,56
Ohio,Tuscarawas County,5499,2773,15707,7658,7607,3603,10534,5078,10750,5302,24415,12326,16523,8970,2197,1392,31,27
Ohio,Union County,3993,1980,12177,5987,4554,2259,7785,4412,9584,5294,16585,8452,7314,3922,786,498,6,4
Ohio,Van Wert County,1763,853,5105,2493,2268,1093,3312,1642,3372,1666,7519,3779,4924,2618,660,423,8,8
Ohio,Vinton County,646,307,2173,1047,1032,489,1291,631,1499,758,3739,1874,2205,1122,211,126,4,0
Ohio,Warren County,13821,6805,46263,22525,18592,8558,26179,12606,32569,16218,67441,33922,33430,17918,3993,2514,49,41
Ohio,Washington County,2979,1466,8932,4353,5217,2545,6468,3196,6745,3383,16564,8472,11438,6089,1406,861,22,17
Ohio,Wayne County,7376,3561,20681,9962,12021,6014,13222,6567,12824,6373,29010,14697,19248,10214,2476,1541,36,31
Ohio,Williams County,2046,1008,6176,3068,2851,1355,4203,1969,4381,2098,10032,4969,6527,3497,868,573,18,12
Ohio,Wood County,6842,3451,20451,9882,20024,10583,16033,7723,14893,7473,31906,16183,19552,10575,2530,1632,17,17
Ohio,Wyandot County,1265,605,3684,1789,1553,722,2269,1154,2565,1287,6064,3045,3941,2093,554,380,5,5
Oklahoma,Adair County,1167,555,3908,1953,1608,769,2041,1050,2250,1153,5169,2634,3090,1604,257,165,5,5
Oklahoma,Alfalfa County,273,125,866,416,287,133,535,258,920,241,1763,592,950,424,102,56,3,2
Oklahoma,Atoka County,770,346,2292,1121,1017,443,1828,737,1872,697,3719,1716,2394,1243,247,144,4,3
Oklahoma,Beaver County,296,174,1005,479,318,156,497,245,612,293,1259,625,918,454,135,70,9,9
Oklahoma,Beckham County,1428,711,3969,1923,1799,763,3330,1328,3018,1205,5387,2396,3028,1572,441,281,10,9
Oklahoma,Blaine County,542,230,1645,788,601,298,884,454,958,472,2284,1155,1596,841,222,138,3,1
Oklahoma,Bryan County,2875,1403,7926,3933,4878,2393,6114,2975,5437,2748,10695,5574,7268,3952,864,543,10,9
Oklahoma,Caddo County,1462,756,4401,2079,1996,830,3457,1234,3807,1344,7110,3159,4275,2286,421,268,16,8
Oklahoma,Canadian County,10377,5122,31294,15454,11930,5913,21374,10743,22673,11203,35947,18227,18915,10226,1871,1208,24,18
Oklahoma,Carter County,2924,1428,8394,4121,3746,1849,5680,2774,5654,2914,12163,6242,8458,4499,982,593,2,2
Oklahoma,Cherokee County,2778,1381,8311,4130,5587,2843,5715,2861,5525,2737,11064,5763,7305,3912,782,496,11,11
Oklahoma,Choctaw County,813,380,2435,1204,1050,540,1500,761,1547,847,3866,2009,2756,1467,237,131,0,0
Oklahoma,Cimarron County,126,57,432,199,154,66,217,111,247,128,557,269,502,259,59,29,2,2
Oklahoma,Cleveland County,16615,8100,50211,24321,41371,20415,40390,19650,38631,19236,66329,33993,37716,20517,4223,2682,42,36
Oklahoma,Coal County,331,183,883,416,438,197,540,262,578,307,1393,708,981,520,115,70,7,3
Oklahoma,Comanche County,7943,3903,21011,10368,14846,6025,18738,8408,15052,7221,27269,13683,14491,7826,1757,1143,18,15
Oklahoma,Cotton County,273,130,1039,520,408,208,524,256,635,328,1497,753,1043,555,108,54,0,0
Oklahoma,Craig County,713,351,2315,1117,1022,472,1607,731,1680,726,3906,1875,2567,1341,291,206,6,6
Oklahoma,Creek County,4111,2049,12761,6190,5524,2632,8199,4029,8504,4251,18964,9565,12370,6644,1311,838,10,9
Oklahoma,Custer County,1785,828,5264,2586,4503,2316,3362,1657,3437,1718,5846,2967,3776,1985,529,326,11,7
Oklahoma,Delaware County,1898,958,6179,3010,2668,1302,3965,1976,4120,2082,11214,5726,9439,4861,907,547,7,4
Oklahoma,Dewey County,301,153,847,433,307,155,497,238,499,243,1107,554,839,435,87,53,0,0
Oklahoma,Ellis County,192,102,666,321,222,102,371,182,461,256,949,465,775,402,108,68,5,5
Oklahoma,Garfield County,4201,2104,12135,5981,5612,2588,8273,3999,7988,3947,14181,7189,9084,4900,1363,868,9,7
Oklahoma,Garvin County,1492,703,4716,2314,2003,950,2702,1403,3116,1550,6627,3406,4433,2379,558,336,9,9
Oklahoma,Grady County,3026,1445,10143,4863,4637,2240,6122,3068,7166,3563,14426,7237,8399,4453,865,561,11,9
Oklahoma,Grant County,232,109,746,367,237,98,439,220,455,239,1118,539,810,419,132,90,0,0
Oklahoma,Greer County,255,135,895,453,395,179,698,249,840,282,1400,587,896,475,111,80,1,1
Oklahoma,Harmon County,148,60,461,237,180,82,249,134,285,143,593,284,486,253,86,60,0,0
Oklahoma,Harper County,170,62,656,332,184,95,327,164,402,198,812,398,605,309,116,75,0,0
Oklahoma,Haskell County,662,326,2146,1052,854,407,1190,609,1364,669,2911,1493,2203,1145,230,142,1,0
Oklahoma,Hughes County,725,348,2104,1020,1117,484,1839,638,1701,634,3414,1608,2180,1167,284,182,3,3
Oklahoma,Jackson County,1691,835,4396,2157,2698,1140,3475,1682,2752,1359,5823,2959,3495,1843,440,296,15,13
Oklahoma,Jefferson County,297,155,982,498,373,176,579,296,569,282,1361,699,1053,579,123,67,0,0
Oklahoma,Johnston County,576,281,1747,846,1090,477,1113,594,1085,513,2637,1317,1855,981,167,101,2,2
Oklahoma,Kay County,2664,1339,7959,3915,3688,1762,5166,2595,5218,2533,10429,5252,7589,4110,978,629,9,6
Oklahoma,Kingfisher County,905,466,3134,1541,1163,530,1642,823,1924,979,3781,1898,2263,1185,367,242,5,4
Oklahoma,Kiowa County,493,261,1525,730,551,279,870,451,899,457,2305,1162,1675,886,188,112,3,2
Oklahoma,Latimer County,516,252,1622,776,794,409,974,509,1077,539,2473,1268,1773,918,214,127,1,1
Oklahoma,Le Flore County,2809,1342,8661,4213,4082,1957,5473,2661,5851,2761,12243,6155,8213,4385,793,484,4,0
Oklahoma,Lincoln County,1907,924,6129,2968,2436,1140,3607,1840,3897,1904,9107,4588,5738,3028,627,372,10,5
Oklahoma,Logan County,3080,1473,9762,4757,4528,2330,5179,2614,6656,3348,12619,6357,7065,3654,650,411,16,11
Oklahoma,Love County,544,254,1776,886,805,410,1160,558,1092,559,2610,1327,1949,980,209,113,1,0
Oklahoma,McClain County,2466,1228,8416,4114,3095,1459,4441,2288,5706,2872,10810,5465,6162,3236,557,341,9,8
Oklahoma,McCurtain County,2034,962,5738,2807,2430,1176,3605,1924,3381,1757,7815,4017,5202,2783,590,383,19,12
Oklahoma,McIntosh County,900,420,2821,1379,1183,566,1666,823,1931,1003,5342,2737,4565,2339,527,309,6,0
Oklahoma,Major County,450,232,1500,732,541,271,792,407,924,462,1971,991,1386,725,209,126,9,0
Oklahoma,Marshall County,874,424,2656,1291,1144,545,1592,775,1648,858,3992,2034,3112,1595,287,173,7,7
Oklahoma,Mayes County,2248,1119,7106,3326,3093,1506,4327,2153,4523,2230,10037,5065,7031,3700,673,416,8,6
Oklahoma,Murray County,762,370,2479,1175,1075,516,1422,682,1688,865,3575,1791,2559,1287,344,182,0,0
Oklahoma,Muskogee County,3779,1898,11509,5626,5691,2827,7917,4130,8283,4226,16677,8532,11129,5953,1351,873,3,3
Oklahoma,Noble County,621,322,1939,945,763,360,1135,585,1275,643,2970,1483,1949,1000,269,166,3,2
Oklahoma,Nowata County,569,269,1540,789,677,323,989,511,1003,496,2626,1347,1677,869,236,135,3,3
